date,year,month,day,weekday,prize1,top3,top2,front3_1,front3_2,back3_1,back3_2,bottom2
2009-06-01,2009,6,1,จันทร์,777661,661,61,242,097,240,642,26
2009-06-16,2009,6,16,อังคาร,930456,456,56,125,044,954,179,15
2009-07-01,2009,7,1,พุธ,207542,542,42,233,107,799,385,66
2009-07-16,2009,7,16,พฤหัสบดี,000816,816,16,005,177,356,836,94
2009-08-01,2009,8,1,เสาร์,154986,986,86,688,239,421,374,92
2009-08-16,2009,8,16,อาทิตย์,462933,933,33,843,292,577,658,96
2009-09-01,2009,9,1,อังคาร,015865,865,65,435,447,446,924,32
2009-09-16,2009,9,16,พุธ,202912,912,12,200,353,539,166,48
2009-10-01,2009,10,1,พฤหัสบดี,169387,387,87,249,435,714,255,06
2009-10-16,2009,10,16,ศุกร์,258487,487,87,174,135,226,122,00
2009-11-01,2009,11,1,อาทิตย์,689140,140,40,366,923,642,465,85
2009-11-16,2009,11,16,จันทร์,055986,986,86,299,952,072,536,58
2009-12-01,2009,12,1,อังคาร,776980,980,80,937,188,412,252,59
2009-12-16,2009,12,16,พุธ,685141,141,41,694,775,524,142,05
2009-12-30,2009,12,30,พุธ,994304,304,04,993,337,419,598,87
2010-01-16,2010,1,16,เสาร์,073577,577,77,413,459,781,646,67
2010-02-01,2010,2,1,จันทร์,186312,312,12,936,577,694,403,14
2010-02-16,2010,2,16,อังคาร,133707,707,07,137,026,362,985,03
2010-03-01,2010,3,1,จันทร์,215227,227,27,457,627,374,470,97
2010-03-16,2010,3,16,อังคาร,364222,222,22,619,996,229,756,97
2010-04-01,2010,4,1,พฤหัสบดี,959517,517,17,174,663,447,040,22
2010-04-16,2010,4,16,ศุกร์,211743,743,43,811,744,154,285,96
2010-05-02,2010,5,2,อาทิตย์,360371,371,71,382,040,517,618,06
2010-05-16,2010,5,16,อาทิตย์,480012,012,12,293,151,770,008,12
2010-06-01,2010,6,1,อังคาร,444874,874,74,374,298,996,673,81
2010-06-16,2010,6,16,พุธ,500104,104,04,200,628,681,816,73
2010-07-01,2010,7,1,พฤหัสบดี,480239,239,39,893,450,918,961,68
2010-07-16,2010,7,16,ศุกร์,180387,387,87,309,219,572,024,34
2010-08-01,2010,8,1,อาทิตย์,210008,008,08,769,182,727,191,10
2010-08-16,2010,8,16,จันทร์,911097,097,97,986,578,448,689,64
2010-09-01,2010,9,1,พุธ,354656,656,56,784,570,096,,11
2010-09-16,2010,9,16,พฤหัสบดี,017422,422,22,103,316,431,075,66
2010-10-01,2010,10,1,ศุกร์,488372,372,72,091,996,003,246,02
2010-10-16,2010,10,16,เสาร์,621377,377,77,310,518,385,872,42
2010-11-01,2010,11,1,จันทร์,191100,100,00,653,968,801,739,59
2010-11-16,2010,11,16,อังคาร,813993,993,93,763,979,907,129,43
2010-12-01,2010,12,1,พุธ,181752,752,52,664,470,474,086,09
2010-12-16,2010,12,16,พฤหัสบดี,334380,380,80,529,315,533,306,24
2010-12-30,2010,12,30,พฤหัสบดี,884112,112,12,936,153,186,933,49
2011-01-16,2011,1,16,อาทิตย์,281062,062,62,227,185,758,546,23
2011-02-01,2011,2,1,อังคาร,610089,089,89,596,361,121,432,55
2011-02-16,2011,2,16,พุธ,481746,746,46,535,510,384,388,27
2011-03-01,2011,3,1,อังคาร,656037,037,37,544,357,926,396,97
2011-03-16,2011,3,16,พุธ,593331,331,31,209,945,463,737,96
2011-04-01,2011,4,1,ศุกร์,814931,931,31,723,584,040,036,01
2011-04-16,2011,4,16,เสาร์,825988,988,88,263,213,397,593,44
2011-05-02,2011,5,2,จันทร์,054136,136,36,421,945,133,524,85
2011-05-16,2011,5,16,จันทร์,406417,417,17,700,044,071,889,05
2011-06-01,2011,6,1,พุธ,562370,370,70,656,346,801,556,46
2011-06-16,2011,6,16,พฤหัสบดี,351276,276,76,486,167,162,582,88
2011-07-01,2011,7,1,ศุกร์,622953,953,53,390,160,780,463,51
2011-07-16,2011,7,16,เสาร์,116556,556,56,227,052,534,609,12
2011-08-01,2011,8,1,จันทร์,218756,756,56,703,583,660,221,12
2011-08-16,2011,8,16,อังคาร,536960,960,60,814,345,074,005,62
2011-09-01,2011,9,1,พฤหัสบดี,724533,533,33,847,021,821,,85
2011-09-16,2011,9,16,ศุกร์,731198,198,98,384,645,812,589,28
2011-10-01,2011,10,1,เสาร์,511052,052,52,957,104,189,499,15
2011-10-16,2011,10,16,อาทิตย์,955756,756,56,991,057,329,507,83
2011-11-01,2011,11,1,อังคาร,805540,540,40,771,380,065,221,54
2011-11-16,2011,11,16,พุธ,997777,777,77,425,551,406,993,57
2011-12-01,2011,12,1,พฤหัสบดี,408147,147,47,922,253,857,739,02
2011-12-16,2011,12,16,ศุกร์,884178,178,78,784,235,651,295,21
2011-12-30,2011,12,30,ศุกร์,526402,402,02,168,026,541,597,65
2012-01-16,2012,1,16,จันทร์,451445,445,45,328,150,941,639,81
2012-02-01,2012,2,1,พุธ,320605,605,05,749,426,498,598,32
2012-02-16,2012,2,16,พฤหัสบดี,648684,684,84,906,214,111,420,18
2012-03-01,2012,3,1,พฤหัสบดี,222518,518,18,295,135,711,199,79
2012-03-16,2012,3,16,ศุกร์,607064,064,64,606,333,573,350,08
2012-04-01,2012,4,1,อาทิตย์,257562,562,62,581,074,616,332,69
2012-04-16,2012,4,16,จันทร์,583470,470,70,216,088,722,754,62
2012-05-02,2012,5,2,พุธ,889501,501,01,589,597,426,468,29
2012-05-16,2012,5,16,พุธ,814418,418,18,504,309,902,101,31
2012-06-01,2012,6,1,ศุกร์,882727,727,27,606,576,895,399,38
2012-06-16,2012,6,16,เสาร์,159373,373,73,238,790,479,547,51
2012-07-01,2012,7,1,อาทิตย์,915900,900,00,715,656,530,611,60
2012-07-16,2012,7,16,จันทร์,904050,050,50,897,224,159,042,11
2012-08-01,2012,8,1,พุธ,895590,590,90,820,599,796,745,50
2012-08-16,2012,8,16,พฤหัสบดี,683877,877,77,032,612,775,730,28
2012-09-01,2012,9,1,เสาร์,329997,997,97,736,598,148,639,07
2012-09-16,2012,9,16,อาทิตย์,540143,143,43,242,752,123,770,79
2012-10-01,2012,10,1,จันทร์,124025,025,25,940,554,291,873,58
2012-10-16,2012,10,16,อังคาร,281343,343,43,152,089,396,868,28
2012-11-01,2012,11,1,พฤหัสบดี,524694,694,94,217,188,285,338,63
2012-11-16,2012,11,16,ศุกร์,639500,500,00,576,560,804,627,15
2012-12-01,2012,12,1,เสาร์,110443,443,43,434,553,489,303,43
2012-12-16,2012,12,16,อาทิตย์,529524,524,24,734,745,778,008,72
2012-12-30,2012,12,30,อาทิตย์,302358,358,58,589,864,126,832,00
2013-01-16,2013,1,16,พุธ,820981,981,81,555,196,374,334,08
2013-02-01,2013,2,1,ศุกร์,565566,566,66,452,695,641,782,66
2013-02-16,2013,2,16,เสาร์,368257,257,57,657,708,109,386,09
2013-03-01,2013,3,1,ศุกร์,976241,241,41,972,721,133,775,37
2013-03-16,2013,3,16,เสาร์,968433,433,33,860,959,175,529,52
2013-04-01,2013,4,1,จันทร์,571688,688,88,170,430,670,725,53
2013-04-16,2013,4,16,อังคาร,843846,846,46,834,862,906,828,86
2013-05-02,2013,5,2,พฤหัสบดี,603458,458,58,272,359,516,830,07
2013-05-16,2013,5,16,พฤหัสบดี,687125,125,25,034,261,390,945,56
2013-06-01,2013,6,1,เสาร์,935489,489,89,480,713,716,768,90
2013-06-16,2013,6,16,อาทิตย์,289673,673,73,390,098,114,502,69
2013-07-01,2013,7,1,จันทร์,646905,905,05,075,284,903,904,51
2013-07-16,2013,7,16,อังคาร,566996,996,96,352,210,584,526,86
2013-08-01,2013,8,1,พฤหัสบดี,356435,435,35,880,451,718,329,82
2013-08-16,2013,8,16,ศุกร์,321327,327,27,417,945,448,201,20
2013-09-01,2013,9,1,อาทิตย์,548123,123,23,281,570,800,045,05
2013-09-16,2013,9,16,จันทร์,562684,684,84,056,235,574,754,63
2013-10-01,2013,10,1,อังคาร,647882,882,82,576,324,650,028,14
2013-10-16,2013,10,16,พุธ,963289,289,89,402,529,876,952,60
2013-11-01,2013,11,1,ศุกร์,739804,804,04,502,020,256,173,47
2013-11-16,2013,11,16,เสาร์,806925,925,25,304,672,753,,28
2013-12-01,2013,12,1,อาทิตย์,168795,795,95,734,766,074,980,27
2013-12-16,2013,12,16,จันทร์,341767,767,67,111,228,742,826,79
2013-12-30,2013,12,30,จันทร์,561072,072,72,513,750,503,275,48
2014-01-16,2014,1,16,พฤหัสบดี,306902,902,02,242,077,149,510,52
2014-02-01,2014,2,1,เสาร์,180149,149,49,406,492,888,976,95
2014-02-16,2014,2,16,อาทิตย์,384245,245,45,397,530,074,521,01
2014-03-01,2014,3,1,เสาร์,906318,318,18,116,537,753,798,35
2014-03-16,2014,3,16,อาทิตย์,531404,404,04,250,305,400,904,79
2014-04-01,2014,4,1,อังคาร,028866,866,66,186,499,835,938,95
2014-04-16,2014,4,16,พุธ,153406,406,06,344,013,355,634,26
2014-05-02,2014,5,2,ศุกร์,103297,297,97,143,158,673,797,52
2014-05-16,2014,5,16,ศุกร์,087523,523,23,150,505,112,246,20
2014-06-01,2014,6,1,อาทิตย์,781198,198,98,160,324,409,636,18
2014-06-16,2014,6,16,จันทร์,673920,920,20,158,140,639,576,95
2014-07-01,2014,7,1,อังคาร,378477,477,77,123,271,441,864,39
2014-07-16,2014,7,16,พุธ,468728,728,28,104,944,117,205,45
2014-08-01,2014,8,1,ศุกร์,766391,391,91,349,576,623,637,82
2014-08-16,2014,8,16,เสาร์,662842,842,42,639,912,187,633,91
2014-09-01,2014,9,1,จันทร์,856763,763,63,308,912,477,490,22
2014-09-16,2014,9,16,อังคาร,772269,269,69,112,257,342,790,35
2014-10-01,2014,10,1,พุธ,375615,615,15,251,086,159,520,44
2014-10-16,2014,10,16,พฤหัสบดี,656409,409,09,647,784,848,910,94
2014-11-01,2014,11,1,เสาร์,206608,608,08,607,203,855,979,44
2014-11-16,2014,11,16,อาทิตย์,479804,804,04,179,422,480,709,25
2014-12-01,2014,12,1,จันทร์,480449,449,49,820,380,580,161,11
2014-12-16,2014,12,16,อังคาร,948354,354,54,080,763,775,901,90
2014-12-30,2014,12,30,อังคาร,461704,704,04,853,982,535,950,57
2015-01-16,2015,1,16,ศุกร์,244351,351,51,068,398,595,877,74
2015-02-01,2015,2,1,อาทิตย์,155537,537,37,083,286,813,008,79
2015-02-16,2015,2,16,จันทร์,001864,864,64,843,103,825,392,90
2015-03-01,2015,3,1,อาทิตย์,240237,237,37,498,031,857,008,34
2015-03-16,2015,3,16,จันทร์,048151,151,51,339,622,623,757,92
2015-04-01,2015,4,1,พุธ,605704,704,04,558,962,557,861,70
2015-04-16,2015,4,16,พฤหัสบดี,506260,260,60,101,164,495,973,38
2015-05-02,2015,5,2,เสาร์,543466,466,66,818,163,366,195,30
2015-05-16,2015,5,16,เสาร์,011421,421,21,799,484,851,928,38
2015-06-02,2015,6,2,อังคาร,388881,881,81,314,700,876,969,65
2015-06-16,2015,6,16,อังคาร,644742,742,42,429,253,386,532,05
2015-07-01,2015,7,1,พุธ,759049,049,49,565,814,081,567,26
2015-07-16,2015,7,16,พฤหัสบดี,121507,507,07,761,461,830,294,49
2015-08-01,2015,8,1,เสาร์,518677,677,77,333,598,648,889,53
2015-08-16,2015,8,16,อาทิตย์,033363,363,63,781,227,624,648,40
2015-09-01,2015,9,1,อังคาร,021094,094,94,260,403,068,819,89
2015-09-16,2015,9,16,พุธ,743148,148,48,435,209,375,084,06
2015-10-01,2015,10,1,พฤหัสบดี,594825,825,25,175,918,440,799,07
2015-10-16,2015,10,16,ศุกร์,968630,630,30,457,134,412,054,62
2015-11-01,2015,11,1,อาทิตย์,361211,211,11,106,757,166,473,45
2015-11-16,2015,11,16,จันทร์,795283,283,83,241,028,643,802,03
2015-12-01,2015,12,1,อังคาร,915350,350,50,238,181,714,175,78
2015-12-17,2015,12,17,พฤหัสบดี,930255,255,55,140,250,094,638,08
2015-12-30,2015,12,30,พุธ,008217,217,17,246,264,596,895,02
2016-01-17,2016,1,17,อาทิตย์,304371,371,71,031,532,743,786,50
2016-02-01,2016,2,1,จันทร์,927800,800,00,625,999,054,076,09
2016-02-16,2016,2,16,อังคาร,356364,364,64,312,699,309,535,98
2016-03-01,2016,3,1,อังคาร,439686,686,86,426,530,155,743,06
2016-03-16,2016,3,16,พุธ,134918,918,18,855,877,004,973,32
2016-04-01,2016,4,1,ศุกร์,066720,720,20,390,546,285,852,92
2016-04-16,2016,4,16,เสาร์,221609,609,09,008,228,507,523,87
2016-05-02,2016,5,2,จันทร์,399459,459,59,238,403,046,671,02
2016-05-16,2016,5,16,จันทร์,141737,737,37,382,975,087,268,98
2016-06-01,2016,6,1,พุธ,511825,825,25,111,775,880,937,14
2016-06-16,2016,6,16,พฤหัสบดี,073816,816,16,251,804,321,749,79
2016-07-01,2016,7,1,ศุกร์,082460,460,60,169,609,173,302,53
2016-07-16,2016,7,16,เสาร์,449764,764,64,552,734,158,925,55
2016-08-01,2016,8,1,จันทร์,272932,932,32,538,983,472,871,57
2016-08-16,2016,8,16,อังคาร,254004,004,04,366,966,596,631,33
2016-09-01,2016,9,1,พฤหัสบดี,638684,684,84,334,335,630,669,62
2016-09-16,2016,9,16,ศุกร์,240650,650,50,493,583,043,160,42
2016-10-01,2016,10,1,เสาร์,887102,102,02,194,280,017,458,33
2016-10-16,2016,10,16,อาทิตย์,571947,947,47,692,885,032,587,98
2016-11-01,2016,11,1,อังคาร,785438,438,38,824,976,038,752,86
2016-11-16,2016,11,16,พุธ,858383,383,83,040,682,558,570,44
2016-12-01,2016,12,1,พฤหัสบดี,086069,069,69,513,873,148,450,77
2016-12-16,2016,12,16,ศุกร์,435286,286,86,366,596,199,716,35
2016-12-30,2016,12,30,ศุกร์,377712,712,12,304,890,477,769,46
2017-01-17,2017,1,17,อังคาร,145157,157,57,511,663,516,836,25
2017-02-01,2017,2,1,พุธ,054672,672,72,066,807,426,628,42
2017-02-16,2017,2,16,พฤหัสบดี,229116,116,16,128,464,375,953,14
2017-03-01,2017,3,1,พุธ,978453,453,53,450,560,052,577,78
2017-03-16,2017,3,16,พฤหัสบดี,273863,863,63,324,918,694,941,92
2017-04-01,2017,4,1,เสาร์,392785,785,85,020,057,500,709,80
2017-04-16,2017,4,16,อาทิตย์,816729,729,29,766,973,241,807,40
2017-05-02,2017,5,2,อังคาร,008656,656,56,573,949,773,923,35
2017-05-16,2017,5,16,อังคาร,454891,891,91,008,396,490,603,53
2017-06-01,2017,6,1,พฤหัสบดี,053630,630,30,121,218,581,881,61
2017-06-16,2017,6,16,ศุกร์,943142,142,42,626,878,373,740,47
2017-07-01,2017,7,1,เสาร์,112360,360,60,226,489,005,688,26
2017-07-16,2017,7,16,อาทิตย์,820327,327,27,584,835,390,823,87
2017-08-01,2017,8,1,อังคาร,756519,519,19,061,386,787,989,36
2017-08-16,2017,8,16,พุธ,715431,431,31,115,302,253,945,37
2017-09-01,2017,9,1,ศุกร์,143224,224,24,345,679,195,278,65
2017-09-16,2017,9,16,เสาร์,170143,143,43,172,647,340,388,71
2017-10-01,2017,10,1,อาทิตย์,880714,714,14,611,726,462,952,52
2017-10-16,2017,10,16,จันทร์,413494,494,94,180,971,128,287,86
2017-11-01,2017,11,1,พุธ,533726,726,26,165,425,036,485,85
2017-11-16,2017,11,16,พฤหัสบดี,292391,391,91,831,961,477,628,98
2017-12-01,2017,12,1,ศุกร์,451005,005,05,303,626,257,601,33
2017-12-16,2017,12,16,เสาร์,955596,596,96,616,836,290,938,89
2017-12-30,2017,12,30,เสาร์,911234,234,34,373,495,504,953,98
2018-01-17,2018,1,17,พุธ,203823,823,23,624,799,236,397,50
2018-02-01,2018,2,1,พฤหัสบดี,026853,853,53,106,947,181,519,31
2018-02-16,2018,2,16,ศุกร์,309915,915,15,007,388,230,748,39
2018-03-02,2018,3,2,ศุกร์,759415,415,15,318,870,589,723,29
2018-03-16,2018,3,16,ศุกร์,218559,559,59,064,720,205,489,82
2018-04-01,2018,4,1,อาทิตย์,412073,073,73,131,787,638,924,85
2018-04-16,2018,4,16,จันทร์,739229,229,29,273,654,076,526,60
2018-05-02,2018,5,2,พุธ,248038,038,38,527,980,225,602,85
2018-05-16,2018,5,16,พุธ,075629,629,29,130,357,047,506,20
2018-06-01,2018,6,1,ศุกร์,988117,117,17,310,553,248,650,95
2018-06-16,2018,6,16,เสาร์,223131,131,31,432,507,132,868,46
2018-07-01,2018,7,1,อาทิตย์,963623,623,23,429,901,210,217,83
2018-07-16,2018,7,16,จันทร์,596324,324,24,403,530,138,362,27
2018-08-01,2018,8,1,พุธ,386602,602,02,832,903,549,726,78
2018-08-16,2018,8,16,พฤหัสบดี,586117,117,17,340,670,591,815,10
2018-09-01,2018,9,1,เสาร์,734510,510,10,464,512,097,202,26
2018-09-16,2018,9,16,อาทิตย์,149760,760,60,323,539,155,297,79
2018-10-01,2018,10,1,จันทร์,452643,643,43,594,726,561,810,99
2018-10-16,2018,10,16,อังคาร,200515,515,15,186,392,192,212,93
2018-11-01,2018,11,1,พฤหัสบดี,149840,840,40,384,576,046,509,58
2018-11-16,2018,11,16,ศุกร์,989903,903,03,471,930,140,876,16
2018-12-01,2018,12,1,เสาร์,021840,840,40,045,307,561,988,67
2018-12-16,2018,12,16,อาทิตย์,356564,564,64,480,948,297,369,62
2018-12-30,2018,12,30,อาทิตย์,735867,867,67,031,913,701,884,02
2019-01-17,2019,1,17,พฤหัสบดี,197079,079,79,206,412,127,660,65
2019-02-01,2019,2,1,ศุกร์,967134,134,34,643,779,197,948,04
2019-02-16,2019,2,16,เสาร์,074824,824,24,881,910,612,879,56
2019-03-01,2019,3,1,ศุกร์,345650,650,50,137,999,830,837,65
2019-03-16,2019,3,16,เสาร์,724628,628,28,148,883,154,877,64
2019-04-01,2019,4,1,จันทร์,109767,767,67,888,959,403,975,52
2019-04-16,2019,4,16,อังคาร,570331,331,31,512,930,966,968,23
2019-05-02,2019,5,2,พฤหัสบดี,061324,324,24,043,476,374,699,25
2019-05-16,2019,5,16,พฤหัสบดี,962526,526,26,669,949,018,828,71
2019-06-01,2019,6,1,เสาร์,516461,461,61,589,713,215,560,46
2019-06-16,2019,6,16,อาทิตย์,174055,055,55,625,884,127,800,29
2019-07-01,2019,7,1,จันทร์,943647,647,47,239,864,006,375,86
2019-07-15,2019,7,15,จันทร์,369765,765,65,355,901,113,556,88
2019-08-01,2019,8,1,พฤหัสบดี,387006,006,06,135,983,562,795,58
2019-08-16,2019,8,16,ศุกร์,775476,476,76,149,912,563,580,89
2019-09-01,2019,9,1,อาทิตย์,798787,787,87,210,847,274,439,20
2019-09-16,2019,9,16,จันทร์,340388,388,88,733,947,925,939,85
2019-10-01,2019,10,1,อังคาร,691197,197,97,392,920,606,797,59
2019-10-16,2019,10,16,พุธ,812564,564,64,255,625,132,598,15
2019-11-01,2019,11,1,ศุกร์,967375,375,75,323,806,021,206,79
2019-11-16,2019,11,16,เสาร์,017223,223,23,164,640,085,194,32
2019-12-01,2019,12,1,อาทิตย์,453522,522,22,261,617,013,457,81
2019-12-16,2019,12,16,จันทร์,529924,924,24,043,138,555,665,97
2019-12-30,2019,12,30,จันทร์,510541,541,41,116,382,140,250,81
2020-01-17,2020,1,17,ศุกร์,491774,774,74,004,132,379,595,68
2020-02-01,2020,2,1,เสาร์,589227,227,27,259,552,375,927,06
2020-02-16,2020,2,16,อาทิตย์,781403,403,03,515,952,030,918,94
2020-03-01,2020,3,1,อาทิตย์,875938,938,38,294,328,597,780,98
2020-03-16,2020,3,16,จันทร์,503446,446,46,258,726,404,661,77
2020-04-01,2020,4,1,พุธ,051095,095,95,285,430,191,364,22
2020-06-01,2020,6,1,จันทร์,831567,567,67,264,489,562,582,24
2020-06-16,2020,6,16,อังคาร,516967,967,67,876,882,565,625,64
2020-07-01,2020,7,1,พุธ,347258,258,58,095,362,094,307,83
2020-07-16,2020,7,16,พฤหัสบดี,873286,286,86,510,533,494,682,53
2020-08-01,2020,8,1,เสาร์,569391,391,91,575,931,578,809,92
2020-08-16,2020,8,16,อาทิตย์,945811,811,11,614,712,364,733,88
2020-09-01,2020,9,1,อังคาร,999997,997,97,636,725,342,957,98
2020-09-16,2020,9,16,พุธ,244083,083,83,127,220,623,853,57
2020-10-01,2020,10,1,พฤหัสบดี,837893,893,93,594,757,110,595,59
2020-10-16,2020,10,16,ศุกร์,286051,051,51,189,464,045,980,38
2020-11-01,2020,11,1,อาทิตย์,506404,404,04,154,598,062,245,40
2020-11-16,2020,11,16,จันทร์,972661,661,61,368,741,208,255,46
2020-12-01,2020,12,1,อังคาร,100994,994,94,093,776,834,984,84
2020-12-16,2020,12,16,พุธ,201303,303,03,377,828,072,517,70
2020-12-30,2020,12,30,พุธ,803628,628,28,336,804,321,924,19
2021-01-17,2021,1,17,อาทิตย์,384395,395,95,367,653,566,878,15
2021-02-01,2021,2,1,จันทร์,912307,307,07,248,605,282,651,97
2021-02-16,2021,2,16,อังคาร,424603,603,03,318,861,057,817,39
2021-03-01,2021,3,1,จันทร์,835538,538,38,290,838,051,806,73
2021-03-16,2021,3,16,อังคาร,890422,422,22,036,902,256,396,19
2021-04-01,2021,4,1,พฤหัสบดี,472270,270,70,283,755,393,577,05
2021-04-16,2021,4,16,ศุกร์,100787,787,87,013,143,264,478,56
2021-05-02,2021,5,2,อาทิตย์,501272,272,72,018,306,129,498,18
2021-05-16,2021,5,16,อาทิตย์,684579,579,79,615,843,276,970,14
2021-06-01,2021,6,1,อังคาร,292972,972,72,193,620,723,978,45
2021-06-16,2021,6,16,พุธ,691861,861,61,007,054,447,668,17
2021-07-01,2021,7,1,พฤหัสบดี,713517,517,17,073,794,414,511,29
2021-07-16,2021,7,16,ศุกร์,556725,725,25,058,174,233,927,70
2021-08-01,2021,8,1,อาทิตย์,910261,261,61,103,307,004,785,69
2021-08-16,2021,8,16,จันทร์,046750,750,50,421,666,160,355,23
2021-09-01,2021,9,1,พุธ,114475,475,75,278,302,123,458,79
2021-09-16,2021,9,16,พฤหัสบดี,070935,935,35,609,817,007,379,90
2021-10-01,2021,10,1,ศุกร์,578171,171,71,285,361,379,449,83
2021-10-16,2021,10,16,เสาร์,386372,372,72,602,964,295,798,38
2021-11-01,2021,11,1,จันทร์,045037,037,37,247,458,331,755,95
2021-11-16,2021,11,16,อังคาร,032761,761,61,471,648,245,844,57
2021-12-01,2021,12,1,พุธ,077258,258,58,739,740,401,485,82
2021-12-16,2021,12,16,พฤหัสบดี,639235,235,35,097,629,476,522,83
2021-12-30,2021,12,30,พฤหัสบดี,819068,068,68,591,979,419,547,36
2022-01-17,2022,1,17,จันทร์,880159,159,59,731,786,119,529,92
2022-02-01,2022,2,1,อังคาร,944308,308,08,061,942,485,509,30
2022-02-17,2022,2,17,พฤหัสบดี,098597,597,97,085,644,592,816,57
2022-03-01,2022,3,1,อังคาร,061905,905,05,236,834,234,691,07
2022-03-16,2022,3,16,พุธ,737867,867,67,349,985,788,989,03
2022-04-01,2022,4,1,ศุกร์,970618,618,18,391,738,578,870,10
2022-04-16,2022,4,16,เสาร์,395919,919,19,289,859,413,508,58
2022-05-02,2022,5,2,จันทร์,658642,642,42,518,778,041,325,09
2022-05-16,2022,5,16,จันทร์,155012,012,12,247,736,236,540,06
2022-06-01,2022,6,1,พุธ,319196,196,96,679,817,213,652,02
2022-06-16,2022,6,16,พฤหัสบดี,361807,807,07,285,549,106,228,92
2022-07-01,2022,7,1,ศุกร์,981417,417,17,242,287,002,542,61
2022-07-16,2022,7,16,เสาร์,620405,405,05,159,834,061,279,53
2022-08-01,2022,8,1,จันทร์,436594,594,94,266,893,282,447,14
2022-08-16,2022,8,16,อังคาร,331583,583,83,271,300,284,876,42
2022-09-01,2022,9,1,พฤหัสบดี,929332,332,32,298,725,210,604,83
2022-09-16,2022,9,16,ศุกร์,943703,703,03,540,971,432,631,75
2022-10-01,2022,10,1,เสาร์,484669,669,69,206,996,194,278,50
2022-10-16,2022,10,16,อาทิตย์,613106,106,06,037,158,606,799,15
2022-11-01,2022,11,1,อังคาร,913106,106,06,722,839,343,922,70
2022-11-16,2022,11,16,พุธ,121789,789,89,532,722,157,973,64
2022-12-01,2022,12,1,พฤหัสบดี,375805,805,05,170,786,409,421,08
2022-12-16,2022,12,16,ศุกร์,845093,093,93,411,912,593,855,14
2022-12-30,2022,12,30,ศุกร์,157196,196,96,007,522,250,425,58
2023-01-17,2023,1,17,อังคาร,812519,519,19,389,443,564,849,47
2023-02-01,2023,2,1,พุธ,297411,411,11,181,789,101,664,92
2023-02-16,2023,2,16,พฤหัสบดี,590417,417,17,195,664,377,523,80
2023-03-01,2023,3,1,พุธ,417652,652,52,577,919,748,984,55
2023-03-16,2023,3,16,พฤหัสบดี,025873,873,73,420,800,355,544,73
2023-04-01,2023,4,1,เสาร์,087907,907,07,111,914,290,698,99
2023-04-16,2023,4,16,อาทิตย์,984906,906,06,670,678,551,797,71
2023-05-02,2023,5,2,อังคาร,843019,019,19,500,780,187,269,65
2023-05-16,2023,5,16,อังคาร,132903,903,03,678,739,693,731,99
2023-06-01,2023,6,1,พฤหัสบดี,125272,272,72,000,681,386,971,09
2023-06-16,2023,6,16,ศุกร์,264872,872,72,519,628,202,874,30
2023-07-01,2023,7,1,เสาร์,922605,605,05,281,867,491,947,16
2023-07-16,2023,7,16,อาทิตย์,169530,530,30,261,384,066,780,62
2023-07-31,2023,7,31,จันทร์,260453,453,53,268,708,387,601,11
2023-08-16,2023,8,16,พุธ,471782,782,82,431,739,737,742,67
2023-09-01,2023,9,1,ศุกร์,915478,478,78,521,596,291,692,91
2023-09-16,2023,9,16,เสาร์,320812,812,12,037,699,057,344,46
2023-10-01,2023,10,1,อาทิตย์,727202,202,02,324,355,426,615,66
2023-10-16,2023,10,16,จันทร์,931446,446,46,167,398,272,970,44
2023-11-01,2023,11,1,พุธ,743951,951,51,335,913,019,349,63
2023-11-16,2023,11,16,พฤหัสบดี,557990,990,90,346,412,778,961,14
2023-12-01,2023,12,1,ศุกร์,251097,097,97,055,265,092,280,91
2023-12-16,2023,12,16,เสาร์,356757,757,57,058,410,584,964,85
2023-12-30,2023,12,30,เสาร์,625544,544,44,600,648,456,882,89
2024-01-17,2024,1,17,พุธ,105979,979,79,429,931,196,635,61
2024-02-01,2024,2,1,พฤหัสบดี,607063,063,63,454,943,544,591,09
2024-02-16,2024,2,16,ศุกร์,941395,395,95,056,330,375,587,43
2024-03-01,2024,3,1,ศุกร์,253603,603,03,900,975,382,703,79
2024-03-16,2024,3,16,เสาร์,997626,626,26,509,571,329,794,78
2024-04-01,2024,4,1,จันทร์,803481,481,81,122,809,559,947,90
2024-04-16,2024,4,16,อังคาร,943598,598,98,727,729,154,200,79
2024-05-02,2024,5,2,พฤหัสบดี,980116,116,16,104,763,634,833,17
2024-05-16,2024,5,16,พฤหัสบดี,205690,690,90,747,885,070,137,60
2024-06-01,2024,6,1,เสาร์,530593,593,93,194,364,421,734,42
2024-06-16,2024,6,16,อาทิตย์,518504,504,04,016,428,426,447,31
2024-07-01,2024,7,1,จันทร์,434503,503,03,839,975,647,778,89
2024-07-16,2024,7,16,อังคาร,367336,336,36,011,331,421,618,21
2024-08-01,2024,8,1,พฤหัสบดี,407041,041,41,408,579,622,,46
2024-08-16,2024,8,16,ศุกร์,095867,867,67,212,334,697,728,28
2024-09-01,2024,9,1,อาทิตย์,199606,606,06,173,220,094,388,94
2024-09-16,2024,9,16,จันทร์,608662,662,62,230,904,008,408,37
2024-10-01,2024,10,1,อังคาร,718665,665,65,053,812,079,566,59
2024-10-16,2024,10,16,พุธ,482962,962,62,561,648,493,919,00
2024-11-01,2024,11,1,ศุกร์,536044,044,44,174,225,063,231,32
